# doc 61 sec 5b -- batch 2: events 11-393 of the d59k scan set (393-event
# FC-cut set), scanned 2026-07-26 by 10 Claude sub-agents from the same
# evidence images the owner sees on :5011.  UNVALIDATED.
# verdict is STM|nu ONLY (a non-stopping-muon stays a neutrino candidate);
# quality = clean|weak|cosmic-like|junk|unclear qualifies it (doc 61 sec 1).
# t_us/len_cm/auto_label/flash_gid are joined from nusel-evt<ID>.tsv, not typed.
event	main_id	flash_gid	t_us	len_cm	auto_label	verdict	quality	conf	reason
315409	16	1000006	1.759	276.5	STM	nu	cosmic-like	med	276 cm track entering the upstream wall z=-0.2, but at rr=0-5 the dQ/dx is 55-70 ke/cm (MIP) with a single 183 ke/cm outlier and the last 40 cm scatters 12-135 ke/cm - no monotone Bragg, so the interior end at (186,40,263) is not a demonstrated stop; the track is also near-horizontal (y confined to 24-45 cm over 276 cm) and smoothly arcs, a badly-measured geometry; disagree with the STM tag
315497	16	1000010	0.746	243.5	nu-candidate	nu	cosmic-like	high	flat 40-60 ke/cm right down to rr=0 (27-50 ke/cm at the very end) - no Bragg; the bundle skims the top of the detector (y 173-198) from the cathode x=1.3 to the downstream wall z=499, so the "stopping" end is a cathode cut and the y=198 top contact is grazing (dy=25 over 243 cm); heavy wire-ambiguity ghost fans in Y-Z
315849	10	0	0.920	91.3	STM	nu	cosmic-like	high	the STM tag is wrong: dQ/dx is flat 15-85 ke/cm with the last cm at 40-67 ke/cm, no Bragg (the ks1=0.008 backward pass is a fluke on a flat profile); geometrically BOTH ends sit on the upstream wall z=0.8-1 with z never exceeding 7.5 cm over a 91 cm path - the track runs in the plane of the wall, so it never entered through it (evt50787 grazing rule)
316311	11	1000000	1.188	89.9	nu-candidate	nu	clean	high	kink at (151,188,138) with a 15 cm arm to (138,194,148) and an 85 cm arm reaching the anode x=201; the last 20 cm of the fit sits 1.6-2x ABOVE the muon curve peaking at 263 ke/cm = proton-like rather than a muon Bragg, and that high-charge end also carries a 3 cm hook right at the anode boundary, so there is no clean interior stop
316553	11	1000002	1.668	256.1	nu-candidate	nu	cosmic-like	high	flat 40-60 ke/cm right down to rr=0 - no Bragg; single 256 cm track crossing the bottom wall at (152,-199,347) with the upper end at (178,-88,116) truncated mid-detector, plus one short horizontal merge fragment near (175,-107,248)
317543	15	1	1.463	149.6	nu-candidate	nu	cosmic-like	high	straight 110 cm track from the anode x=-201.2 to (-174,-29,468); dQ/dx at rr=0-5 is 45-75 ke/cm (MIP) and the only high points sit at rr=13-15 and rr=45-58, i.e. mid-track blobs including the merge spur at (-190,-50,424) - no monotone Bragg, so the interior end is a truncation (the tagger's own "proton end" rejection agrees it is not STM)
317939	25	1	1.193	184.3	nu-candidate	nu	clean	high	kink at (-131,84,140): a near-vertical 116 cm arm crossing the top wall y=199.8 at (-133,200,222) plus a ~76 cm arm to (-177,53,192), both at MIP with no Bragg anywhere; dQ/dx around the kink (rr 70-100) is pathological, swinging from -30 to 290 ke/cm, so that region is unreliable
318335	6	4	0.732	18.8	STM	STM	weak	low	12 cm stub whose z=1.3 end crosses the upstream wall and whose interior end at (-170,-17,10) shows a smooth muon-curve rise to 186 ke/cm; formally entry+Bragg, but only 20 fit points over 12 cm, the profile sits 10-25% above the muon table throughout, a 12 cm range is a very unlikely cosmic stopping muon, and an unrelated grey track passes right beside it
319611	2	1	1.939	108.7	nu-candidate	nu	unclear	med	two points at 297-300 ke/cm at rr=0, far ABOVE the 168 ke/cm muon maximum, with no muon rise behind them (rr 1-20 scatters 14-120 ke/cm) - proton-like or a charge artifact, not a muon Bragg; the track is isochronous (dx=3.4 cm over 108 cm, sitting at x=-196) with heavy ghost fans, and its lower end reaches the downstream-wall/bottom corner z=501 y=-192, so both ends are on boundaries
319809	20	1000009	1.540	73.6	nu-candidate	STM	clean	high	enters the top wall y=199.6 at (41.5,200,380) travelling across it (dy=70 over 74 cm), textbook monotone Bragg following the muon curve from 56 ke/cm at rr=20 up to 168-185 ke/cm at rr=1, with a charge spray at the stopping end (57,137,403) = Michel candidate; the last two bins at 216-235 ke/cm are what made the tagger say "proton end", but the 20 cm body is exactly muon-shaped
320095	9	5	0.931	17.5	nu-candidate	nu	junk	high	11 drawn points in a 1 cm dot at (-163,-162,228) plus 3 grey dots; the skeleton's 53 points over 17.5 cm is not one physical object; no STM fit (no steiner_pc)
321107	13	3	0.755	226.9	STM	nu	cosmic-like	high	the STM tag is wrong: dQ/dx is flat 45-60 ke/cm right down to rr=0 (35-63 ke/cm at the end) with no Bragg, and the far tail drops to 20-30 ke/cm; 227 cm track from the top wall (-125,199.8,255) to (-132,157,32) truncated mid-detector; nearly isochronous (dx=8.4 cm over 227 cm) with an enormous ghost fan in Y-Z
321371	18	1000002	0.950	308.7	STM	nu	cosmic-like	high	the STM tag is wrong: dQ/dx is flat 40-70 ke/cm right down to rr=0 where it drops to 13-20 ke/cm (charge deficit, not a Bragg); a perfectly straight 309 cm track from the top wall (91.5,199.7,158) to (61.5,-98.5,124.6) with zero end-of-range scattering, i.e. a high-momentum through-going muon whose lower half is missing 100 cm above the bottom wall
321525	5	0	1.310	116.7	nu-candidate	nu	cosmic-like	high	flat/MIP 55-80 ke/cm at rr=0-5 with only two mid-track spikes - no Bragg; 117 cm track from the anode plane x=-201.2 at (-201,1,292) to (-189,55,361), interior end truncated; nearly isochronous (dx=12 cm over 117 cm)
321767	15	1000002	1.995	295.6	nu-candidate	nu	unclear	med	296 cm straight track entering the top wall y=200 at (153,200,382) and reaching the cathode at (0,93,207); the fitted last 30 cm lies on the TPC0 side where dQ/dx is pathological (dips to -30 ke/cm at rr=25-30) and the only elevated charge is a 2 cm-wide 125-180 ke/cm tip, not a monotone Bragg; two extra red pieces hang in TPC0 (a 55 cm near-vertical branch at x=-15 and a 50 cm horizontal streak at y=100)
321789	7	1000009	1.791	44.7	nu-candidate	nu	cosmic-like	med	33 cm straight segment whose lower end crosses the downstream wall z=500.3; dQ/dx is flat 25-80 ke/cm with a single 187 ke/cm point at rr=0.5 and nothing elevated behind it (44-70 ke/cm at rr=2-10), so no muon Bragg and the interior end at (97.5,-151,486) is a truncation
345655	1	5	1.845	1.0	nu-candidate	nu	junk	high	8 drawn points in a 1 cm dot at (-138,189,192); the only other charge is an unrelated grey near-vertical track at x=-140; no STM fit (no steiner_pc)
346293	5	1	1.768	185.3	STM	STM	weak	low	enters the downstream wall z=501 at (-150,23,501) (dz=148 across) and ends at (-169.7,-87,353) with a short branch there; the last 2 cm does carry elevated charge (165, 122, 96, 74 ke/cm) consistent with a muon Bragg on a 185 cm smoothly-curving (low-momentum) track, but the same 2 cm also holds 37-57 ke/cm points and the whole baseline sits at 45-50 ke/cm below the MIP line, so the Bragg is only marginally resolved
347085	4	7	0.912	185.5	nu-candidate	nu	unclear	low	near-vertical y=199.7(top wall)->y=94 at essentially constant z=285 (dz~5 cm over 185 cm) = prolonged-W geometry, and the fitted dQ/dx oscillates into NEGATIVE values (-30 ke/cm) so no Bragg can be read; at rr=0 it is 50-60 ke/cm flat, nothing stopped
348471	12	0	0.833	187.5	nu-candidate	nu	clean	med	sharp ~90 deg kink at (-160,40,200) joining a 46 cm arm that reaches the anode x=-200.5 to a 128 cm arm at 1.20 MIP ending at (-182,20,248); dQ/dx at rr=0 is scattered 40-90 ke/cm with dips to ~0, no Bragg toward the 165 curve
348691	9	1000000	1.631	440.6	nu-candidate	nu	cosmic-like	high	440 cm object: 350 cm MIP prong exits the downstream wall z=500.3, two short prongs reach the bottom wall y=-196.8, third arm runs to the cathode x=6 - through-going, nothing stops; dQ/dx flat ~50 ke/cm over 280 cm with an unphysical -300 ke/cm excursion at rr~25
348713	7	1000004	1.230	168.0	nu-candidate	nu	clean	med	enters the anode x=201.1 at (88,65), kinks at (133,133,102) with a 38 cm arm at 1.83 MIP; terminal charge spikes to 240-310 ke/cm, well ABOVE the 165 ke/cm muon curve, and data sit ~1.3x expectation over the whole rr<30 => heavily-ionizing (proton-like) end, not a muon stop
348845	7	1000001	0.692	70.2	nu-candidate	nu	clean	high	two prongs from a vertex at (165,70,436): 70 cm MIP prong exiting the downstream wall z=500.3 along +z (beam) plus a 25 cm transverse prong to (189,75,442); dQ/dx flat 40-70 ke/cm right down to rr=0, no Bragg
349241	15	11	2.003	137.1	STM	nu	unclear	med	tagger says STM, I disagree on the entry: the whole object lives in a 6 cm slab z=2.5-8.8 running parallel to the upstream wall (dz=6.3 cm over a nominal 137 cm), the evt50787 grazing pattern, and it never travels across the wall. Bragg itself is real (200 ke/cm at rr=0 on the green curve). Also a length pathology - drawn extent is only ~53 cm and the constant-z plane is prolonged-W
349373	18	1000008	1.919	1.1	nu-candidate	nu	junk	high	single 1 cm blob of 12 points at (20,-186,375), nothing else within 100 cm; no dQ/dx panel (no steiner_pc on the cluster), PE 225 - unjudgeable as a track
349879	17	1000002	0.945	272.3	nu-candidate	nu	clean	med	~100 deg kink at (37,-149,256) splits a 262 cm MIP prong reaching the anode x=201.4 from a 45 cm prong at 2.26 MIP; the 45 cm prong rises to 280 ke/cm at rr=0 and sits ~1.5x ABOVE the muon curve over its whole length => heavily-ionizing prong off a vertex, not a muon stopping (a 100 deg scatter 45 cm before stopping is not muon-like)
349945	18	0	1.456	231.7	nu-candidate	nu	clean	med	200 cm MIP prong reaching the anode x=-201.2, ending in a multi-prong dense region at (-152,-100,100) with >=3 short arms spanning x=-164..-140; dQ/dx is flat 30-70 ke/cm AT rr=0 with the high-charge blob offset ~12 cm from the tip, so nothing stopped at the end. Tagger reports STM as "n/a" for this bundle
350099	15	1000006	1.087	139.9	STM	STM	clean	high	enters the downstream wall at (86,-194,500.3) with ~55 cm of z travel right at the wall (a real crossing, not grazing), textbook Bragg following the muon curve to ~185 ke/cm at rr=0, and a short hook at the stopping end (25,-145,384) = Michel candidate. Agrees with the tagger
350121	2	1	0.746	181.1	nu-candidate	nu	clean	high	vertex at (-43,-23,334) with a shower-like fan of >=3 short prongs plus a 180 cm MIP prong running +z (beam) and exiting the downstream wall z=500.2; dQ/dx flat 45-70 ke/cm at rr=0 apart from 2 stray points, no Bragg
350781	8	1000006	1.682	165.8	STM	STM	clean	high	single clean 166 cm track entering the upstream wall at (69,54,z=-0.1) (below the detector face z=0.85), textbook Bragg hugging the muon curve to 175 ke/cm at rr=0, stopping at (184,111,102) well inside every face. Agrees with the tagger
351815	25	7	0.594	53.5	STM	STM	clean	high	enters the top wall at (-126,y=199.6,369) travelling downward (dy=-25 cm over 53 cm, i.e. across the wall not along it), single 53 cm track, clean Bragg on the green curve to 190 ke/cm at rr=0 stopping at (-117,174,415). Agrees with the tagger
352123	10	1000006	1.507	60.4	nu-candidate	nu	clean	high	clean V with apex at (187,-59,412): a 51 cm prong sitting at ~2x MIP the whole way and spiking to 300 ke/cm at its tip - well ABOVE the 165 ke/cm muon curve, i.e. proton-like - plus a 23 cm prong reaching the anode x=201.2; two prongs from one point is a vertex, not a muon stop
352365	12	2	0.722	218.9	nu-candidate	nu	cosmic-like	high	perfectly straight 219 cm track, no kink and no vertex anywhere; one end at the cathode x=-2.6 (partner half is in the other TPC), the other exits the bottom wall y=-199.4; dQ/dx flat 50-60 ke/cm right down to rr=0 => through-going, nothing stopped
352937	1	15	1.738	1.2	nu-candidate	nu	junk	high	single 1.2 cm blob of 14 points at (-65,78,489) with nothing else nearby; no dQ/dx panel (no steiner_pc on the cluster), flash PE 182, tagged low-energy - no track to judge
353223	15	5	1.072	67.6	STM	nu	clean	high	tagger's STM is wrong here: dQ/dx is FLAT at 40-50 ke/cm (BELOW the 56 MIP line) from rr=0 out to rr=13, no Bragg at all. Topology is a V with apex at (-12,-152,481) whose 29 cm and 40 cm arms both run out through the downstream wall z=500; the 100 ke/cm humps at rr=30-50 are the cathode x=0 join
353487	3	6	0.660	354.8	STM	STM	clean	high	enters the upstream wall at (-54,0,z=3.5) travelling +z (335 cm of z travel, perpendicular entry, so no grazing ambiguity), textbook Bragg hugging the muon curve to 175 ke/cm at rr=0 (ks1=0.037), stops at (-38,-7,338). Note the point cloud is +-20 cm wide in y all along (prolonged-plane y resolution) but the skeleton and dQ/dx are clean. Agrees with the tagger
353729	23	4	1.339	197.5	STM	STM	clean	high	single straight 197 cm track entering the upstream wall at (-130,23,z=0.8) (outside the detector face) with 131 cm of z travel, textbook Bragg to 190 ke/cm at rr=0 (ks1=0.007, the best fit in the slice), stopping at (-196,-98,131) - 5 cm short of the anode but the Bragg proves a stop, not an exit. Agrees with the tagger
386354	4	1000001	0.924	122.6	STM	STM	clean	high	single clean 123 cm track entering the upstream wall at (124,61,z=-0.1) (below the detector face z=0.85) with 70 cm of z travel, textbook Bragg on the muon curve to 195 ke/cm at rr=0, stopping at (165,125,70) well inside. Agrees with the tagger
386794	15	1000003	1.802	77.0	STM	STM	clean	med	enters the anode plane x=201.2 at (42,250) with dx dominant there (crossing, not grazing), clean Bragg following the muon curve to 200 ke/cm at rr=0 (ks1=0.030), stopping at (173,65,263); the full-detector ctx view shows NO charge, grey or otherwise, continuing past that stopping end, so the Bragg is not a cluster break. conf med only for a length bookkeeping oddity: skeleton len 77 cm vs a ~43 cm drawn/fitted track and 342 of 403 points drawn
386838	16	6	1.383	90.6	STM	STM	clean	med	perfectly straight 91 cm track entering the upstream wall at (-50,-136,z=1.6) with 75 cm of z travel, and the dQ/dx SHAPE is a textbook muon Bragg (ks1=0.014) rising to 280 ke/cm at rr=0. Oddity to report: the whole curve is scaled ~1.8x high - its MIP plateau sits at 90-100 ke/cm instead of 56 - so the normalisation, not the shape, is off. Agrees with the tagger
387168	15	4	1.825	125.7	STM	STM	clean	high	enters the top wall at (-165,y=199.8,389) travelling almost straight down (dy=-74 cm over 126 cm), textbook Bragg on the muon curve to 197 ke/cm at rr=0 (ks1=0.015), stopping at (-132,126,398). dz is only 9 cm over the whole track (prolonged w.r.t. the collection wires) yet the dQ/dx came out clean. Agrees with the tagger
387850	17	1000008	1.265	128.9	nu-candidate	STM	unclear	med	I disagree with the nu-candidate label: the dominant 128 cm track enters the top wall at (196,y=200.1,82) and stops at (152,151,183) with a clean Bragg to 190 ke/cm at rr=0 (the tagger's own eval PASSED; it rejected only on "extra tracks"). But the bundle also contains a second, near-parallel piece lying in the constant-drift plane x=153 (y 152-198, z 100-175) - an isochronous over-merge/ghost signature - so the cluster is not one object and the owner should look
388884	2	5	0.670	131.7	STM	STM	clean	high	single clean 132 cm track entering the anode plane at (x=-201.4,133,143) with 77 cm of x travel there, textbook Bragg on the muon curve to 170 ke/cm at rr=0 (ks1=0.026), stopping at (-125,177,241) well inside. Agrees with the tagger
388972	2	7	0.675	1.2	nu-candidate	nu	junk	high	single 1.2 cm blob of 12 points at (-143,-59,270), the only nearby charge is grey context not in the bundle; no dQ/dx panel (no steiner_pc), tagged low-energy - no track to judge
389544	13	4	1.941	46.7	STM	nu	clean	med	24 cm stub from (-58,-197,277) to (-61,-187,299); the dQ/dx starts at the MIP line (60 ke/cm at rr=28) and rises MUCH faster than the muon curve - 120 at rr=15 where the muon expects 62, 257 ke/cm at rr=0 vs the 165 muon maximum - i.e. proton-like, not a muon stop. Disagree with the tagger's STM (its ks1=0.026 tests shape only). Entry leg is weak too: the only boundary contact is y=-197.1, 2.2 cm above the bottom face, reached at a shallow 25 deg slope
389962	5	1000000	1.436	86.8	STM	STM	unclear	low	geometry and dQ/dx shape both read STM - reaches the upstream wall at z=-0.5 travelling +z and the charge rises along the muon curve to 330 ke/cm at rr=0 (ks1=0.017) - but the reconstruction is pathological and the owner should look: the object sits at essentially constant drift x=162.5 (dx=2.2 cm, isochronous) with a 20 cm-wide y ambiguity blob, the drawn extent is 33 cm against a claimed 86.8 cm, and the whole dQ/dx curve is inflated a uniform ~2x (MIP plateau at 110 instead of 56), consistent with an underestimated dx
390006	4	1000004	0.812	81.1	STM	STM	clean	high	single 65 cm track entering the upstream wall at (40,88,z=0.1), textbook Bragg following the muon curve to 215 ke/cm at rr=0 with the plateau correctly at 56 ke/cm, stopping at (36,112,65). Agrees with the tagger
390028	5	6	1.986	23.1	STM	nu	unclear	low	only 23 cm total: a V with apex at (-188,-135,96), a 2.8 cm arm at 1.41 MIP and a fan of short streaks radiating from the apex, with the far end on the anode plane x=-201.3. The dQ/dx does NOT Bragg at the tip - the two rr<1 points are 39 and 45 ke/cm, below the MIP line, and the 128 ke/cm maximum sits at rr=3. Disagree with the tagger's STM; too short and too structured, most likely an anode-truncated fragment
390182	4	0	0.560	196.9	nu-candidate	nu	unclear	med	no Bragg on either fit pass (flat 50-60 ke/cm to rr=0; the forward pass also sits ~2x high over rr=5-20). The object is a fan of >=4 prongs from one point at (-186,-46,488), two reaching the anode x=-201.4 and two the downstream wall z=501 - so nothing stops - but there is also a planar sheet of charge at constant y=-46 spanning 25 cm in x and 20 cm in z that looks like a reconstruction artifact, not tracks
390864	16	1	0.778	174.3	nu-candidate	nu	cosmic-like	med	single straight 174 cm track with no vertex, from the anode plane x=-201.4 at (-58,290) down to (-98,-192,251) - which stops 7 cm short of the bottom face, i.e. truncated. The claimed Bragg is one 165 ke/cm point sitting next to a 28 ke/cm point at rr=0 with everything else flat 45-60, so it is not a stop; a 10 cm side arm at constant x=-147 and constant y=-137 is artifact-like. Agrees with the tagger's nu-candidate
391238	8	2	1.405	51.3	nu-candidate	nu	junk	high	20 drawn points in a 1.2 cm blob at (-176,-102,43); the skeleton's 61 pts over a claimed 51 cm is 1.19 pts/cm in 3 fragments and nothing else is drawn; no dQ/dx panel (no steiner_pc)
391722	4	1000014	1.209	1.0	nu-candidate	nu	junk	high	7 points in a 1.0 cm blob at (195,100,383) - the smallest object in the slice - with no other charge anywhere near; no dQ/dx panel (no steiner_pc), tagged low-energy
391766	16	1000003	0.977	275.0	nu-candidate	nu	cosmic-like	med	275 cm single smoothly-bending track from the upstream wall at (123,-25,z=-0.5) to the cathode x=3.2 at (3,-61,244), so its other half is in the neighbouring TPC. dQ/dx is flat 45-55 ke/cm from rr=3 out to rr=275 with no muon shoulder at all - only a 2 cm spike to 185 ke/cm at the very last point, sitting exactly on the cathode where charge piles up - so nothing stopped. Agrees with the tagger's rejection
392112	7	6	0.620	119.1	STM	STM	clean	high	single 119 cm track entering the upstream wall at (-105,12,z=0.8) with 113 cm of z travel, textbook Bragg following the muon curve to 195 ke/cm at rr=0 with the plateau correctly at 56 ke/cm (ks1=0.018), stopping at (-141,1,114). Unusually horizontal for a cosmic (dy only 11 cm over 119 cm) but entry and Bragg are both unambiguous. Agrees with the tagger
392184	18	9	0.997	59.6	STM	nu	clean	med	tagger's STM is wrong on the dQ/dx: at rr=0 (the tip of a 13 cm arm at (-167,68,453)) the charge is 83-101 ke/cm and then DROPS to 37-55 over rr=2-11 - no Bragg - while the 160 ke/cm maximum sits 13-18 cm away at the ~90 deg bend (-180,64,456); the tagger only made it fit by using peak-offset 27. The anode contact x=-201.4 is real but nothing stopped at the end
392200	27	0	0.683	102.0	STM	nu	cosmic-like	high	tagger's STM is wrong: dQ/dx is flat 47-62 ke/cm on the MIP line right down to rr=0 with no Bragg (the 125-133 ke/cm points are 17-27 cm from the end, which is why only the peak-20/off-3 variant passed). The object is a perfectly straight 102 cm line, no kink, with the bottom wall y=-199.0 at one end and the cathode x=-0.7 at the other => through-going with its other half in TPC1. Also dz=13.8 cm over 102 cm (prolonged w.r.t. the collection wires)
392338	14	5	0.550	70.1	STM	STM	clean	high	enters the top wall at (-89,y=199.8,172) travelling nearly straight down (dy=68 cm over 70 cm), Bragg follows the muon curve from rr=25 up to 182 ke/cm at rr=0 with the plateau correctly at 56, stopping at (-89,132,190) 65 cm below the wall. The wide red wash in Y-Z is the charge spread of a constant-drift-x (dx=5 cm) track, not extra prongs. Agrees with the tagger
392354	13	11	1.232	18.4	nu-candidate	nu	junk	high	11 drawn points in one 1x1x0.6 cm blob at (-183,32,435) with 2 stray grey dots ~8 cm away; no steiner PC so no dQ/dx, nothing fittable
392558	2	4	1.197	7.6	STM	nu	weak	low	8 cm object touching the upstream wall z=1.3 at (-140,-165) with dQ/dx from 149 ke/cm at rr=0 down to only 77 ke/cm (1.4 MIP) at its far end: there is NO minimum-ionizing segment anywhere on it, so nothing shows a long track came in and slowed, and a heavily-ionizing stub at the wall fits equally well; disagree with the tagger's STM (14 fit points)
393542	22	1000006	1.839	48.5	STM	nu	cosmic-like	med	tagger's STM is wrong: enters the top wall y=199.9 at (67,56) but the last 5 cm sit at 30-70 ke/cm, at/below the 56 MIP line, with the only bump at rr=7-9, so nothing stopped; 20 cm clipper hugging the top wall
393608	9	1000007	1.449	61.9	nu-candidate	nu	cosmic-like	med	crosses the downstream wall z=500 at (96,101), far end at (101,88,456) has dQ/dx 15-40 ke/cm (below MIP) with only a 3 cm hook, so truncated not stopping; agree with the tagger's dQ/dx rejection
394488	2	4	1.566	41.1	STM	STM	clean	high	enters the upstream wall z=0.8 at (-106,131), 22 cm to (-104,146,17.5), textbook Bragg on the muon curve to 173-240 ke/cm at rr=0 (ks1=0.019)
394532	8	1000000	1.452	101.0	nu-candidate	nu	unclear	low	dQ/dx is unphysically negative (down to -250 ke/cm over rr=8-25, tagger reports left dQ/dx=-0.56 MIP) so no stopping profile can be read; touches the anode x=201 at (-188,22), far end at x=173 mid-detector
394642	13	1000004	1.476	322.3	nu-candidate	nu	cosmic-like	high	300 cm track flat on the 56 MIP line (50-60 ke/cm) right down to rr=0, no Bragg; one end crosses the upstream wall z=0.2, the other stops dead at the cathode x=1.4 = unmerged cathode crossing
394906	16	1000006	0.810	91.9	STM	nu	cosmic-like	med	tagger's STM (ks1=0.032) rests on nothing: dQ/dx sits at 50-65 ke/cm on the MIP line down to rr=0 with no Bragg; enters the upstream wall z=-0.5 at (154,25) and the 16 cm J-hook at the far end is 1.12 MIP, i.e. cut off not stopped
395060	19	1000006	1.078	179.9	nu-candidate	nu	cosmic-like	high	130 cm, enters the upstream wall z=0.2 at (9,70) and the far end stops exactly at the cathode x=0.7 (unmerged cathode crossing); dQ/dx 37-73 ke/cm at rr<2, no Bragg
395610	22	7	1.276	216.9	nu-candidate	nu	cosmic-like	high	200 cm straight line entering the top wall y=199.8 at (8.6,347), crosses the cathode, ends mid-detector at (-51,100,183); dQ/dx flat 40-60 ke/cm to rr=0, no Bragg = through-going/truncated cosmic
397194	13	4	1.022	256.0	STM	STM	clean	high	260 cm entering the upstream wall z=0.8 at (-68,77), stops at (-136,-16,230) well inside every face, textbook Bragg to 190 ke/cm on the muon curve (ks1=0.009)
397238	1	6	0.761	1.1	nu-candidate	nu	junk	high	8 drawn points in one 1 cm blob at (-72,-160,495); no steiner PC, no dQ/dx panel, no track to judge
397392	13	4	0.544	266.5	STM	STM	clean	high	275 cm entering the upstream wall z=3.1 at (-12,28), Bragg to 184 ke/cm at rr=0 on the muon curve (ks1=0.029), and a ~30 cm charge fan at the stopping end (-80,33,255) = Michel candidate
397568	19	9	1.002	125.5	STM	STM	weak	med	enters the upstream wall z=0.8 at (-41,113); Bragg bump to 120 ke/cm sits at rr=16 not rr=0 because a 12 cm 0.95-MIP hairpin arm (Michel candidate) follows the stopping point at (-40,121,71); no wall within 100 cm of that end so it did stop
397722	18	1000007	1.644	82.0	nu-candidate	nu	clean	high	vertex at (144,-98,87) with a 5 cm stub whose dQ/dx spikes to 255-295 ke/cm (3.6 MIP, well ABOVE the muon curve = proton-like) plus a 60 cm MIP prong exiting the anode x=201; proton+MIP topology, not a stopping muon
397920	8	1000002	1.975	272.3	nu-candidate	STM	clean	med	disagree with the tagger's dQ/dx rejection: 270 cm collinear track entering the downstream wall z=500 at (185,-2.5) and ending at (36,10,270) far from every face, with a Bragg rise to 185 ke/cm at rr<2 (last 6.5 cm at 2.4 MIP) that is only ~10% above the muon curve, not the 250-300 ke/cm of a proton stub, and no stub at an angle
398238	13	1000006	1.122	132.3	STM	STM	clean	high	145 cm cathode crosser entering the top wall y=199.8 at (-25,306), stops at (76,112,360) well inside every face, textbook Bragg to 190 ke/cm on the muon curve (ks1=0.021); the y-slope break at x=0/z=322 is the cathode join, not a kink
398260	5	2	1.295	232.4	nu-candidate	nu	clean	high	2-prong vertex at (-107,-11,423) where dQ/dx spikes to 250-292 ke/cm (>4 MIP, well above the muon curve = proton-like); a 135 cm prong exits the downstream wall z=498 along +z (beam direction) and a 55 cm 1.65-MIP prong goes back to (-129,-45,456)
398414	18	1000009	1.531	16.6	nu-candidate	nu	cosmic-like	med	16 cm near-vertical stub (dy=16, dz=3) touching the bottom wall y=-198.6 at (37,344); dQ/dx 15-60 ke/cm sits BELOW the MIP line all the way with the far end at 40 ke/cm, so nothing stopped -- truncated, cosmic-shaped
398722	10	1000004	0.931	41.9	STM	STM	clean	med	22 cm entering the anode x=201.4 at (-109,298) and stopping at (194,-115,317); dQ/dx tracks the muon curve over the whole length rising to 178 ke/cm at rr=0 (ks1=0.021); caveat: it only gets 8 cm off the anode plane, so the entry is shallow
399042	14	9	1.410	138.7	STM	STM	clean	med	33 cm crossing the bottom wall y=-199.1 at (-52,273) with a Bragg to 195 ke/cm at rr=0 on the muon curve (ks1=0.022) at the upper end (-74,-179,259); the whole track sits above MIP = the last 33 cm of a stopping muon, which forces the upward-going reading (entry through the bottom wall); STM here is geometric (one end crosses, the other stops with Bragg), so the odd direction does not by itself demote it
399052	15	0	1.469	118.5	nu-candidate	nu	clean	med	3-prong vertex at (-128,-84,481): 28 cm arm to the downstream wall z=497, 27 cm arm to (-140,-59,486) with a charge blob, 45 cm arm to (-151,-109,460); no Bragg at any end (rr=0 sits at 50 ke/cm) and dQ/dx even goes negative near rr=50-55, a fit pathology worth noting
399284	6	1000000	1.344	299.6	STM	STM	clean	high	267 cm entering the anode x=201.2 at (-70,283) and stopping at (12,-4,457), 12 cm short of the cathode and far from every face; sharpest Bragg in the slice, 200 ke/cm at rr=0 on the muon curve (ks1=0.008)
399382	1	11	1.797	0.7	nu-candidate	nu	junk	high	6 drawn points in one 0.6 cm blob at (-190,-178,310) with no grey context anywhere near it; no steiner PC, nothing to judge
399382	15	1000005	1.572	31.4	TGM	nu	junk	high	15 drawn points in one 1x0.8x0.6 cm blob at (190,184,2.3) in the anode/upstream corner, no persisted trajectory and no dQ/dx; also note this row still carries auto_label "TGM lm" although the sample was meant to have TGM/LM removed
399426	2	9	1.135	0.9	nu-candidate	nu	junk	high	9 drawn points in one 0.6 cm blob at (-84,81,5.5) inside a diffuse ~100-dot grey cloud; no steiner PC, no dQ/dx, no track
400174	2	5	2.163	1.2	nu-candidate	nu	junk	high	15 drawn points in one 0.9 cm blob at (-124,-154,47) with a sparse grey dot trail 8 cm away; no steiner PC, nothing to judge
400174	8	1000004	2.056	91.2	STM	STM	clean	high	re-grabbed with verified focus (721 pts drawn in pr): single 85 cm track entering the top wall at (166,199.7,236), curving as it slows and stopping at (153,118,241) some 80 cm clear of every face; dQ/dx tracks the green muon curve exactly, MIP 56 out at rr=40-85 rising to ~190 ke/cm at rr=0 (ks1=0.018) -- the tagger STM tag is right
400262	15	1000009	1.230	1.0	nu-candidate	nu	junk	high	8 drawn points in one 0.9 cm blob at (1,143,383) right at the cathode; the grey track crossing that spot in X-Z is absent from X-Y and Y-Z so it lies at another y; no steiner PC
400504	6	1000004	0.994	96.3	nu-candidate	nu	unclear	med	L-shaped multi-branch object, corner at (43,67,443): a 60 cm arm reaches the downstream wall z=499 and an 80 cm near-vertical arm ends contained at (48,-13,455); dQ/dx is pathological (negative near rr=57 plus a smooth artificial arc over rr=60-95) and the fit's ks1=0.313 is the worst in the slice, so no Bragg claim is possible; tagger says "extra tracks"
